City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Santa Cruz,BO,-17.8,-63.1667,93.25,40,20,11.5,few clouds
458,Sahaswan,IN,28.0833,78.75,69.44,54,0,3.62,clear sky
459,Jaffna,LK,9.6685,80.0074,82.72,72,95,9.44,overcast clouds
460,Kieta,PG,-6.2167,155.6333,78.4,86,21,5.75,moderate rain
461,Okha,RU,53.5739,142.9478,38.28,93,94,8.68,overcast clouds
462,Santa Ines,BR,-3.6667,-45.38,87.26,55,74,4.32,broken clouds
463,Bilibino,RU,68.0546,166.4372,-22.45,99,63,3.04,broken clouds
464,Coquimbo,CL,-29.9533,-71.3436,62.42,73,52,9.13,broken clouds
465,Grand Island,US,40.925,-98.342,48.15,84,90,4.0,moderate rain
466,Flinders,AU,-34.5833,150.8552,59.2,89,92,1.01,overcast clouds
467,Lata,PT,40.1629,-8.3327,70.21,57,6,1.99,clear sky
468,Kichmengskiy Gorodok,RU,59.9816,45.7854,35.17,98,100,8.9,snow
469,Comodoro Rivadavia,AR,-45.8667,-67.5,76.86,23,0,29.93,clear sky
470,Bathsheba,BB,13.2167,-59.5167,84.81,70,20,13.8,few clouds
471,Kismayo,SO,-0.3582,42.5454,79.38,82,4,13.15,clear sky
472,Fare,PF,-16.7,-151.0167,79.29,76,57,6.93,broken clouds
473,Marzuq,YE,14.4,46.4667,72.14,52,6,5.73,clear sky
474,Port Hedland,AU,-20.3167,118.5667,73.45,78,0,11.5,clear sky
475,Belmonte,BR,-15.8631,-38.8828,84.2,65,32,10.76,scattered clouds
476,Ravar,IR,31.2656,56.8055,59.4,29,0,4.29,clear sky
477,Geraldton,AU,-28.7667,114.6,57.61,82,90,3.44,overcast clouds
478,Amazar,RU,53.858,120.875,32.29,72,86,3.22,overcast clouds
479,Luanda,AO,-8.8368,13.2343,77.0,83,40,8.05,light rain
480,West Bay,KY,19.3667,-81.4167,89.08,71,40,5.01,scattered clouds
481,San Patricio,US,28.017,-97.5169,87.89,17,38,25.75,scattered clouds
482,Gagnoa,CI,6.1293,-5.9437,74.35,96,67,3.47,moderate rain
483,Payo,ID,-3.7508,103.6372,73.87,93,100,2.26,overcast clouds
484,Seydi,TM,39.4816,62.9137,48.31,61,100,9.13,overcast clouds
485,Mnogovershinnyy,RU,53.9353,139.9242,34.38,98,100,6.53,light rain
486,Panguna,PG,-6.3164,155.4848,68.13,96,16,2.55,light rain
487,Jumla,NP,29.2747,82.1838,42.6,76,12,3.4,few clouds
488,Mandalgovi,MN,45.7625,106.2708,37.36,35,0,8.9,clear sky
489,Odweyne,SO,9.4092,45.064,73.44,30,0,15.86,clear sky
490,Hervey Bay,AU,-25.2986,152.8535,75.02,81,10,10.25,clear sky
491,Ygatimi,PY,-24.0833,-55.5,90.37,36,100,5.5,overcast clouds
492,Plouzane,FR,48.3833,-4.6167,59.18,88,20,20.71,few clouds
493,Barcarena,BR,-1.5058,-48.6258,78.85,67,57,8.37,broken clouds
494,La Rioja,ES,42.25,-2.5,56.98,59,11,4.54,few clouds
495,San Juan,AR,-31.5375,-68.5364,94.55,9,5,8.97,clear sky
496,Kaitangata,NZ,-46.2817,169.8464,48.36,94,42,1.07,scattered clouds
497,Monrovia,LR,6.3005,-10.7969,83.97,79,43,7.29,scattered clouds
498,Muroto,JP,33.2833,134.15,65.39,67,0,6.24,clear sky
499,Grindavik,IS,63.8424,-22.4338,42.75,87,40,8.05,scattered clouds
500,Tautira,PF,-17.7333,-149.15,80.62,79,59,10.33,light rain
501,Mangan,IN,27.5167,88.5333,59.83,66,6,7.34,clear sky
502,Altay,CN,47.8667,88.1167,38.17,48,94,6.31,overcast clouds
503,Eureka,US,40.8021,-124.1637,64.2,95,99,1.01,overcast clouds
504,Ornskoldsvik,SE,63.2909,18.7153,38.35,100,0,6.91,clear sky
505,Port Blair,IN,11.6667,92.75,81.09,83,90,8.59,overcast clouds
506,Nadym,RU,65.5333,72.5167,12.47,88,27,6.33,scattered clouds
507,Morro Bay,US,35.3658,-120.8499,73.99,55,0,1.99,clear sky
508,Polzela,SI,46.2833,15.0667,46.63,81,8,1.99,clear sky
509,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,77.63,61,95,7.63,overcast clouds
510,Omsukchan,RU,62.5333,155.8,-2.22,97,76,4.61,broken clouds
511,The Valley,AI,18.217,-63.0578,87.66,62,20,11.5,few clouds
512,Arzachena,IT,41.0769,9.3887,63.84,83,100,8.97,overcast clouds
513,Guaruja,BR,-23.9931,-46.2564,83.8,57,90,5.75,light intensity drizzle
514,Wasilla,US,61.5814,-149.4394,29.43,87,90,1.01,light snow
515,Houston,US,29.7633,-95.3633,69.94,85,75,9.22,broken clouds
516,Kokopo,PG,-4.352,152.2633,77.9,85,12,7.7,light rain
517,Evensk,RU,61.95,159.2333,4.91,80,4,6.82,clear sky
518,Pechora,RU,65.1472,57.2244,23.56,94,100,12.12,snow
519,Imbituba,BR,-28.24,-48.6703,82.29,68,95,11.45,overcast clouds
520,Maumere,ID,-8.6199,122.2111,81.05,81,52,4.36,broken clouds
521,Cortez,US,37.3489,-108.5859,47.68,42,1,17.27,clear sky
522,Henties Bay,NA,-22.116,14.2845,61.86,81,52,11.79,broken clouds
523,Magadan,RU,59.5667,150.8,24.42,79,100,6.13,overcast clouds
524,Marsaxlokk,MT,35.8419,14.5431,68.61,77,20,18.41,few clouds
525,Khakhea,BW,-24.6895,23.494,65.1,91,100,11.21,heavy intensity rain
526,Tomatlan,MX,19.9333,-105.25,87.35,60,58,3.42,broken clouds
527,Port Keats,AU,-14.25,129.55,82.74,79,9,8.52,clear sky
528,Prince Albert,CA,53.2001,-105.7677,37.35,100,90,6.91,mist
529,Tagusao,PH,9.1924,117.8141,79.34,84,86,2.93,overcast clouds
530,Quatre Cocos,MU,-20.2078,57.7625,73.09,71,0,9.42,clear sky
531,Gimli,CA,50.6336,-96.9907,45.43,87,100,17.27,overcast clouds
532,Paciran,ID,-6.8767,112.3761,81.16,82,96,5.46,overcast clouds
533,Bridgetown,BB,13.1,-59.6167,84.69,70,20,13.8,few clouds
534,Jiayuguan,CN,39.8167,98.3,41.86,39,41,4.79,scattered clouds
535,Vanimo,PG,-2.6741,141.3028,79.03,87,99,4.12,overcast clouds
536,Canberra,AU,-35.2835,149.1281,51.75,85,89,5.75,overcast clouds
537,Shaoxing,CN,30.011,120.5715,62.92,78,69,1.77,broken clouds
538,Nyagan,RU,62.1406,65.3936,25.72,71,100,6.98,overcast clouds
539,Pietarsaari,FI,63.65,22.6833,42.01,99,100,8.48,light rain
540,Sinnamary,GF,5.3833,-52.95,84.65,66,11,10.74,few clouds
541,Boyle,US,37.6334,-84.8666,59.16,44,68,7.78,broken clouds
542,Poum,NC,-20.2333,164.0167,74.73,85,12,12.17,few clouds
543,Luderitz,NA,-26.6481,15.1594,64.69,69,100,4.36,overcast clouds
544,Corinto,GR,37.9407,22.9573,63.9,63,100,6.31,overcast clouds
545,Arlit,NE,18.7369,7.3853,90.34,10,2,7.78,clear sky
546,Gunjur,GM,13.2019,-16.7339,89.67,62,96,0.0,overcast clouds
547,Touros,BR,-5.1989,-35.4608,88.7,61,30,17.96,scattered clouds
548,Takoradi,GH,4.8845,-1.7554,79.47,79,66,9.08,broken clouds
549,Bom Jesus Da Lapa,BR,-13.255,-43.4181,95.25,23,0,9.64,clear sky
550,Arinos,BR,-15.9169,-46.1056,92.35,28,22,7.7,few clouds
551,Bacolod,PH,10.6667,122.95,77.95,86,94,8.16,overcast clouds
552,Bahia Blanca,AR,-38.7196,-62.2724,89.62,18,3,10.18,clear sky
553,Novobessergenevka,RU,47.1847,38.8462,43.88,46,0,5.14,clear sky
554,La Asuncion,VE,11.0333,-63.8628,82.13,83,100,21.85,overcast clouds
555,Bourail,NC,-21.5667,165.4833,71.51,90,38,4.94,scattered clouds
556,Nelson,NZ,-41.2833,173.2833,57.29,90,100,1.01,overcast clouds
557,Reporoa,NZ,-38.4333,176.35,57.42,99,100,2.1,light rain
558,Westport,US,41.1415,-73.3579,61.2,79,90,1.01,overcast clouds
559,Ayame,CI,5.6083,-3.1563,76.39,91,95,6.04,light rain
560,Olot,ES,42.181,2.4901,59.29,64,85,1.77,overcast clouds
561,Byron Bay,AU,-28.65,153.6167,73.35,94,26,8.01,scattered clouds
562,Alexandria,EG,31.2156,29.9553,74.32,68,61,14.67,broken clouds
563,Tazovskiy,RU,67.4667,78.7,1.92,95,73,5.32,broken clouds
564,Boyabat,TR,41.4689,34.7667,48.11,75,0,2.91,clear sky
565,Saurimo,AO,-9.6608,20.3916,66.76,88,88,2.89,light rain
566,Baturaja,ID,-4.1333,104.1667,74.32,96,99,2.73,overcast clouds
567,Calama,CL,-22.4667,-68.9333,73.89,11,0,16.11,clear sky
568,Pirganj,BD,25.8523,88.3618,71.71,74,0,5.32,clear sky
569,Udachnyy,RU,66.4167,112.4,19.13,96,100,6.4,light snow
570,Gubkinskiy,RU,64.434,76.5026,8.73,95,49,9.48,scattered clouds
571,Newport,GB,51.5877,-2.9984,60.84,80,94,18.68,overcast clouds
572,Krasnoselkup,RU,65.7,82.4667,10.83,95,99,9.06,overcast clouds
573,Arkhangelsk,RU,64.5401,40.5433,32.11,93,90,8.95,overcast clouds
574,Morant Bay,JM,17.8815,-76.4093,87.62,70,86,9.75,overcast clouds
575,Abapo,BO,-18.8333,-63.4667,92.66,18,55,10.67,broken clouds
576,Berlevag,NO,70.8578,29.0864,30.15,74,75,11.5,light shower snow
577,Chake Chake,TZ,-5.2459,39.7666,76.28,81,7,6.78,clear sky
578,Angoche,MZ,-16.2325,39.9086,78.15,73,4,14.0,clear sky
579,Krasnomayskiy,RU,57.6194,34.4099,42.89,81,100,8.72,overcast clouds
580,Venice,US,27.0998,-82.4543,87.06,66,66,5.99,broken clouds
581,Orchard Homes,US,46.8633,-114.0484,46.33,78,90,1.01,overcast clouds
582,Manicore,BR,-5.8092,-61.3003,82.69,83,90,3.02,light rain
583,Mayo,US,38.8876,-76.5119,71.19,64,1,15.01,clear sky
584,Boguchany,RU,58.3814,97.4531,26.26,64,73,11.68,broken clouds
585,Matara,LK,5.9485,80.5353,76.66,90,88,7.94,overcast clouds
586,Izumo,JP,35.3667,132.7667,53.55,77,2,1.74,clear sky
587,Pochutla,MX,15.7432,-96.4661,91.22,56,52,7.45,broken clouds
588,High Rock,BS,26.6208,-78.2833,82.42,60,18,14.29,few clouds
589,Kunashak,RU,55.7032,61.5498,32.52,66,100,7.87,overcast clouds
590,Zhicheng,CN,30.2956,111.5047,61.47,68,71,3.89,broken clouds
591,La Libertad,EC,-2.2333,-80.9,74.86,83,90,10.36,overcast clouds
592,Urumqi,CN,43.801,87.6005,45.55,43,0,6.71,clear sky
593,Portland,US,45.5234,-122.6762,56.61,90,75,1.01,broken clouds
594,Yankton,US,42.8711,-97.3973,53.11,100,90,0.0,mist
595,Kenai,US,60.5544,-151.2583,31.08,86,90,0.0,overcast clouds
596,Dudinka,RU,69.4058,86.1778,-6.56,98,94,8.99,overcast clouds
597,Mandan,US,46.8267,-100.8896,52.03,81,1,12.66,clear sky
598,Bhaderwah,IN,32.9784,75.7186,47.68,60,0,2.73,clear sky
599,Kargasok,RU,59.0556,80.8572,24.73,85,8,9.46,clear sky
600,Evanston,US,42.0411,-87.6901,56.8,60,40,1.01,scattered clouds
601,Pinawa,CA,50.1489,-95.8811,42.57,92,100,10.25,overcast clouds
602,Barroquinha,BR,-3.0189,-41.1361,91.18,48,27,14.38,scattered clouds
603,Bontang,ID,0.1333,117.5,79.09,86,62,7.2,broken clouds
604,Turukhansk,RU,65.8167,87.9833,15.51,92,100,13.96,light snow
605,Vostok,RU,46.4856,135.8833,33.91,95,100,2.66,light snow
606,Shenjiamen,CN,29.9576,122.298,66.45,59,42,10.27,scattered clouds
607,Kishanganj,IN,26.1167,87.9333,71.71,74,0,5.28,clear sky
608,Nizwa,OM,22.9333,57.5333,76.23,67,83,12.55,broken clouds
609,Cedar City,US,37.6775,-113.0619,46.4,59,1,6.91,clear sky
610,Doha,QA,25.2867,51.5333,84.51,59,0,2.3,clear sky
611,Hualmay,PE,-11.0964,-77.6139,69.69,69,22,11.39,few clouds
612,Lauf,DE,48.65,8.1333,53.19,89,0,2.3,clear sky
613,Ust-Kut,RU,56.7938,105.7672,29.97,65,58,8.9,broken clouds
614,Pailon,BO,-17.65,-62.75,94.68,23,29,5.23,scattered clouds
615,Akyab,MM,20.15,92.9,78.22,83,98,4.09,overcast clouds
616,Mayumba,GA,-3.432,10.6554,76.12,87,96,7.29,overcast clouds
617,Kampot,KH,10.6167,104.1833,78.85,84,100,3.09,overcast clouds
618,Port Augusta,AU,-32.5,137.7667,62.71,81,24,4.32,few clouds
619,Sapele,NG,5.8941,5.6767,77.7,90,95,4.9,light rain
620,Sterling,US,39.0062,-77.4286,69.96,63,1,1.99,clear sky
621,Benito Juarez,MX,19.385,-99.165,75.0,39,1,3.0,clear sky
622,Apen,DE,53.2167,7.8,58.15,78,100,11.56,overcast clouds
623,Lipin Bor,RU,60.2622,37.9763,41.54,90,100,14.7,overcast clouds
624,Namibe,AO,-15.1961,12.1522,67.37,77,41,9.62,scattered clouds
625,Clyde,US,41.3042,-82.9752,53.92,86,100,5.97,overcast clouds
626,Tinskoy,RU,56.1525,96.9161,28.4,56,41,7.45,scattered clouds
627,Gushikawa,JP,26.3544,127.8686,72.63,82,1,3.44,clear sky
628,Ambulu,ID,-8.345,113.6058,76.33,93,94,2.77,overcast clouds
629,Lappeenranta,FI,61.0587,28.1887,42.85,93,90,3.44,shower rain
630,Amparafaravola,MG,-17.5833,48.2167,65.82,84,0,3.56,clear sky
631,Komsomolsk-Na-Amure,RU,50.552,137.0152,37.94,94,100,12.88,overcast clouds
632,Aksarka,RU,66.5606,67.7975,9.32,94,27,4.43,scattered clouds
633,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,81,20,17.27,few clouds
634,Takab,IR,36.4009,47.1133,41.83,56,68,2.98,broken clouds
635,Dingle,PH,10.9995,122.6711,75.56,93,100,5.91,heavy intensity rain
636,Saint Anthony,US,45.0205,-93.218,52.66,73,90,4.0,overcast clouds
637,Saint-Ambroise,CA,48.5501,-71.3324,48.58,57,93,3.44,overcast clouds
638,Verkhnevilyuysk,RU,63.4453,120.3167,31.8,87,100,11.52,light snow
639,Goderich,CA,43.7501,-81.7165,59.04,76,95,4.61,overcast clouds
640,Varkkallai,IN,8.7341,76.7067,78.58,88,98,9.06,overcast clouds
641,Gisborne,NZ,-38.6533,178.0042,61.95,88,96,6.93,overcast clouds
642,Channel-Port Aux Basques,CA,47.5702,-59.1367,47.89,64,100,22.26,overcast clouds
643,Vila Do Maio,CV,15.1333,-23.2167,86.79,75,83,16.98,broken clouds
644,Nelidovo,RU,56.2211,32.7774,41.02,92,100,8.1,overcast clouds
645,Grand-Santi,GF,4.25,-54.3833,93.99,37,53,1.28,broken clouds
646,Yanam,IN,16.7333,82.2167,76.95,86,6,3.2,clear sky
647,Talmenka,RU,53.8183,83.5677,27.84,59,69,4.88,broken clouds
648,Shimoda,JP,34.6667,138.95,59.11,76,94,6.58,overcast clouds
649,Mazamari,PE,-11.3258,-74.5308,90.12,44,42,0.72,scattered clouds
650,Dzilam Gonzalez,MX,21.2833,-88.9333,93.97,44,36,6.11,scattered clouds
651,Forrest City,US,35.0081,-90.7898,64.26,35,89,15.55,overcast clouds
652,Tommot,RU,58.9564,126.2925,23.95,81,99,2.95,overcast clouds
653,Moree,AU,-29.4667,149.85,62.62,59,7,11.5,clear sky
654,Ambunti,PG,-4.2365,142.8448,74.16,94,96,1.79,overcast clouds
655,Nuuk,GL,64.1835,-51.7216,30.81,69,40,8.05,scattered clouds
656,Minab,IR,27.1467,57.0801,78.3,63,13,4.09,few clouds
657,Druzhba,UA,52.0428,33.9453,39.88,86,85,6.98,overcast clouds
658,Santiago,CL,-33.4569,-70.6483,80.04,38,0,9.22,clear sky
659,Caldwell,US,43.6629,-116.6874,57.99,71,75,0.0,broken clouds
660,Adre,TD,13.4667,22.2,83.17,26,8,3.96,clear sky
661,Hayden,US,47.766,-116.7866,50.97,67,20,10.36,few clouds
662,Sechura,PE,-5.5569,-80.8222,77.94,56,94,14.16,overcast clouds
663,Namtsy,RU,62.7161,129.6658,24.91,96,94,5.57,overcast clouds
664,Salamiyah,SY,35.0113,37.0532,69.13,36,7,3.02,clear sky
665,Gobo,JP,33.8833,135.15,58.98,75,0,10.27,clear sky
666,Derzhavinsk,KZ,51.1,66.3167,33.33,43,13,10.27,few clouds
667,Mwinilunga,ZM,-11.7358,24.4293,73.71,52,78,5.79,broken clouds
668,Paita,PE,-5.0892,-81.1144,73.96,69,93,17.05,overcast clouds
669,Okhotsk,RU,59.3833,143.3,19.26,87,78,7.92,broken clouds
670,Sivaki,RU,52.6333,126.75,30.54,81,5,5.06,clear sky
671,Marrakesh,MA,31.6315,-8.0083,77.07,44,20,5.75,few clouds
672,Solok,ID,-0.7918,100.6593,72.55,86,34,1.66,scattered clouds
673,Bristol,US,41.8334,-71.1662,51.1,95,90,1.01,light rain
674,Owensboro,US,37.7742,-87.1133,62.19,47,1,11.5,clear sky
675,Kedainiai,LT,55.2883,23.9747,52.27,87,100,20.62,overcast clouds
676,Mutoko,ZW,-17.397,32.2268,66.88,62,19,11.86,few clouds
677,Kaeo,NZ,-35.1,173.7833,58.32,95,100,0.65,overcast clouds
678,Mazagao,BR,-0.115,-51.2894,95.05,45,99,6.22,overcast clouds
679,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,40,1.14,scattered clouds
680,Swedru,GH,5.5371,-0.6998,82.31,84,29,6.06,scattered clouds
681,Guerrero Negro,MX,27.9769,-114.0611,75.76,38,0,2.57,clear sky
682,Taoudenni,ML,22.6783,-3.9836,91.98,18,57,13.65,broken clouds
683,Hoi An,VN,15.8794,108.335,76.96,90,98,3.06,overcast clouds
684,Yoichi,JP,43.2039,140.7703,53.22,89,84,6.73,broken clouds
685,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,71,20,1.99,few clouds
686,Karymskoye,RU,51.6167,114.35,34.29,67,16,2.1,few clouds
687,Andenes,NO,69.3143,16.1194,37.38,70,0,25.32,clear sky
